test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,old_web_api,00:01:00,old_web_api_step,36510,36510,0,608,5,6,56,16,42,44,34,16,13,17,98,21,52,25,57,2,99,0,0,0,0nbomber_default_test_suite_name,nbomber_default_test_name,minimal_api,00:01:00,minimal_api_step,36696,36696,0,611,6,6,9,16,33,46,32,16,04,17,84,21,36,25,82,2,99,0,0,0,0
